Ticker,Date,Year,Quarter,Positive_Ratio,Negative_Ratio,Uncertainty_Ratio,Net_Sentiment
CHTR,2011-01-27 20:06:21,2010,4,0.023,0.0192,0.009,0.0038000000000000013
NVS,2011-01-27 20:32:06,2010,4,0.0328,0.0273,0.014,0.005500000000000001
BMY,2011-01-27 21:06:22,2010,4,0.0276,0.0224,0.0144,0.0052
MSFT,2011-01-28 02:06:18,2011,2,0.0478,0.0117,0.011,0.0361
LMT,2011-01-28 03:06:16,2010,4,0.0317,0.0235,0.0146,0.008199999999999999
AMZN,2011-01-28 04:06:23,2010,4,0.039,0.0208,0.015,0.0182
CVX,2011-01-28 21:06:22,2010,4,0.0347,0.0283,0.0121,0.006400000000000003
F,2011-01-28 21:37:30,2010,4,0.0358,0.0188,0.0067,0.016999999999999998
XOM,2011-01-31 22:09:30,2010,4,0.033,0.0159,0.0073,0.0171
UPS,2011-02-01 19:06:20,2010,4,0.0542,0.0202,0.0088,0.034
TMO,2011-02-02 19:31:20,2010,4,0.0439,0.014,0.0086,0.029900000000000003
V,2011-02-03 01:41:11,2011,1,0.0292,0.0206,0.0099,0.0086
MA,2011-02-03 18:51:24,2010,4,0.0246,0.0239,0.0146,0.0006999999999999992
MRK,2011-02-03 19:21:34,2010,4,0.0439,0.025,0.0129,0.0189
CVS,2011-02-03 20:11:16,2010,4,0.0392,0.0255,0.0175,0.0137
SE,2011-02-03 20:43:52,2010,4,0.0318,0.0197,0.0097,0.012100000000000003
DIS,2011-02-09 09:21:34,2011,1,0.0452,0.0226,0.0089,0.0226
PEP,2011-02-10 18:01:20,2010,4,0.051,0.014,0.0072,0.037
MET,2011-02-10 19:21:19,2010,4,0.0313,0.0315,0.0227,-0.0001999999999999988
CMCSA,2011-02-16 20:31:00,2010,4,0.0451,0.0117,0.0061,0.0334
DUK,2011-02-17 19:01:26,2010,4,0.0285,0.0171,0.0176,0.0114
AMT,2011-02-23 18:11:27,2010,4,0.0218,0.009,0.0214,0.0128
LOW,2011-02-23 20:31:18,2010,4,0.0389,0.0153,0.0144,0.023599999999999996
BKNG,2011-02-24 01:31:23,2010,4,0.0291,0.0227,0.0153,0.0063999999999999994
TMUS,2011-02-24 18:42:17,2010,4,0.0325,0.0117,0.0138,0.0208
CRM,2011-02-25 06:41:18,2011,4,0.0297,0.0127,0.0167,0.017
ADBE,2011-03-23 01:51:22,2011,1,0.0346,0.0118,0.0079,0.0228
ORCL,2011-03-25 00:11:18,2011,3,0.0344,0.0109,0.0088,0.0235
JPM,2011-04-15 07:21:26,2011,1,0.0197,0.0263,0.0137,-0.006600000000000002
GOOG,2011-04-15 07:21:29,2011,1,0.0399,0.0168,0.0074,0.0231
BAC,2011-04-15 22:21:18,2011,1,0.0252,0.0268,0.0156,-0.0016000000000000007
C,2011-04-18 20:31:19,2011,1,0.0183,0.0394,0.0171,-0.021099999999999997
TXN,2011-04-19 05:01:22,2011,1,0.0371,0.0299,0.0164,0.0072000000000000015
GS,2011-04-19 18:01:17,2011,1,0.0214,0.0257,0.0182,-0.004300000000000002
IBM,2011-04-20 00:01:18,2011,1,0.0357,0.0156,0.0056,0.020100000000000003
WFC,2011-04-20 20:21:31,2011,1,0.0322,0.027,0.0105,0.0052
ABT,2011-04-20 20:51:32,2011,1,0.035,0.0185,0.0179,0.016500000000000004
AMGN,2011-04-21 00:01:21,2011,1,0.0262,0.019,0.0114,0.0072000000000000015
UNP,2011-04-21 01:31:22,2011,1,0.0444,0.0239,0.012,0.0205
AXP,2011-04-21 02:01:24,2011,1,0.0331,0.0171,0.0092,0.015999999999999997
AAPL,2011-04-21 02:01:26,2011,2,0.0299,0.0193,0.0116,0.010599999999999998
QCOM,2011-04-21 02:41:23,2011,2,0.0355,0.0184,0.0167,0.017099999999999997
UNH,2011-04-21 18:01:21,2011,1,0.0371,0.024,0.0155,0.0131
MS,2011-04-21 19:21:32,2011,1,0.0351,0.0268,0.0182,0.008299999999999998
AMD,2011-04-22 03:01:21,2011,1,0.0418,0.0181,0.012,0.023699999999999995
MCD,2011-04-22 21:41:18,2011,1,0.0402,0.0203,0.0081,0.0199
NFLX,2011-04-26 00:41:35,2011,1,0.0268,0.0232,0.0182,0.0036000000000000025
UPS,2011-04-26 18:51:23,2011,1,0.0495,0.027,0.012,0.022500000000000003
F,2011-04-26 19:41:19,2011,1,0.026,0.0195,0.0084,0.006499999999999999
LMT,2011-04-26 20:21:19,2011,1,0.0275,0.0289,0.0177,-0.0013999999999999985
AMZN,2011-04-27 00:41:24,2011,1,0.0294,0.0271,0.0183,0.0023
TMO,2011-04-27 19:21:26,2011,1,0.0414,0.0179,0.0102,0.0235
BA,2011-04-28 00:01:19,2011,1,0.0268,0.0255,0.0151,0.0013000000000000025
EBAY,2011-04-28 02:21:27,2011,1,0.0456,0.0126,0.0129,0.033
SBUX,2011-04-28 02:31:21,2011,2,0.0432,0.0128,0.0094,0.030400000000000003
TSM,2011-04-28 17:16:55,2011,1,0.0267,0.0195,0.0107,0.0072000000000000015
CHTR,2011-04-28 17:21:29,2011,1,0.0284,0.014,0.0128,0.014400000000000001
PEP,2011-04-28 18:51:24,2011,1,0.0289,0.0189,0.0082,0.009999999999999998
XOM,2011-04-28 19:51:19,2011,1,0.0285,0.0227,0.0072,0.0058
PG,2011-04-28 20:11:22,2011,3,0.0317,0.0225,0.0122,0.0092
MSFT,2011-04-29 00:21:22,2011,3,0.0427,0.0139,0.0076,0.028800000000000003
BMY,2011-04-29 02:11:20,2011,1,0.0332,0.0188,0.0102,0.0144
MRK,2011-04-29 17:41:23,2011,1,0.0532,0.0216,0.0145,0.031599999999999996
CVX,2011-04-29 19:41:36,2011,1,0.0294,0.0275,0.009,0.001899999999999999
TMUS,2011-05-03 16:41:19,2011,1,0.0294,0.0176,0.016,0.011799999999999998
AMT,2011-05-03 17:51:21,2011,1,0.0241,0.0145,0.0191,0.0096
DUK,2011-05-03 20:22:11,2011,1,0.0254,0.0232,0.018,0.0022000000000000006
MA,2011-05-03 20:51:19,2011,1,0.0186,0.0172,0.0109,0.0013999999999999985
SE,2011-05-03 21:31:22,2011,1,0.0315,0.0182,0.0115,0.0133
CMCSA,2011-05-04 19:31:00,2011,1,0.0414,0.0179,0.0061,0.0235
CVS,2011-05-05 18:51:23,2011,1,0.0429,0.0225,0.014,0.0204
MET,2011-05-05 19:31:17,2011,1,0.0315,0.0298,0.0254,0.0017000000000000001
BKNG,2011-05-06 00:21:24,2011,1,0.0284,0.0185,0.0152,0.009900000000000003
V,2011-05-06 01:41:14,2011,2,0.0214,0.0211,0.0157,0.0002999999999999982
MSFT,2011-05-11 01:19:31,2011,-1,0.0553,0.0083,0.0044,0.047
DIS,2011-05-11 02:21:15,2011,2,0.036,0.0239,0.0146,0.012099999999999996
LOW,2011-05-16 18:31:20,2011,1,0.035,0.0265,0.0155,0.008500000000000004
CRM,2011-05-20 04:11:16,2012,1,0.0326,0.0183,0.0141,0.014299999999999997
ADBE,2011-06-22 05:31:22,2011,2,0.0334,0.0154,0.0076,0.018
ORCL,2011-06-24 00:41:27,2011,4,0.0286,0.017,0.0098,0.0116
JPM,2011-07-14 20:11:30,2011,2,0.0224,0.0393,0.0165,-0.016900000000000002
GOOG,2011-07-15 02:51:16,2011,2,0.0487,0.0125,0.0092,0.036199999999999996
C,2011-07-15 21:21:19,2011,2,0.017,0.0298,0.0221,-0.012799999999999999
IBM,2011-07-18 21:21:24,2011,2,0.0354,0.0125,0.0035,0.0229
WFC,2011-07-19 18:01:16,2011,2,0.0292,0.0273,0.0111,0.001899999999999999
UNH,2011-07-19 18:31:13,2011,2,0.0381,0.0186,0.0129,0.019500000000000003
GS,2011-07-19 19:21:12,2011,2,0.0172,0.0375,0.0293,-0.0203
BAC,2011-07-19 21:41:11,2011,2,0.0245,0.0263,0.0156,-0.0017999999999999995
NVS,2011-07-20 01:01:22,2011,2,0.034,0.0257,0.0108,0.008300000000000002
AAPL,2011-07-20 01:41:14,2011,3,0.0325,0.0152,0.0107,0.017300000000000003
ABT,2011-07-20 18:21:11,2011,2,0.0386,0.0159,0.0093,0.0227
QCOM,2011-07-21 02:21:15,2011,3,0.032,0.0163,0.0194,0.015700000000000002
AXP,2011-07-21 02:21:16,2011,2,0.0391,0.0185,0.0082,0.020600000000000004
EBAY,2011-07-21 02:51:16,2011,2,0.0351,0.0101,0.0106,0.025
PEP,2011-07-21 16:51:12,2011,2,0.0332,0.0182,0.0081,0.015
UNP,2011-07-21 20:31:50,2011,2,0.0402,0.0262,0.0171,0.013999999999999999
MS,2011-07-21 21:11:14,2011,2,0.0386,0.0185,0.0148,0.020100000000000003
MSFT,2011-07-21 23:51:16,2011,4,0.0363,0.0162,0.0123,0.0201
AMD,2011-07-22 02:11:10,2011,2,0.0362,0.0195,0.012,0.016700000000000003
MCD,2011-07-22 19:41:16,2011,2,0.0439,0.0179,0.0085,0.026000000000000002
NFLX,2011-07-26 00:51:12,2011,2,0.0317,0.0241,0.0128,0.007599999999999999
TXN,2011-07-26 02:51:11,2011,2,0.0266,0.0259,0.0197,0.0006999999999999992
UPS,2011-07-26 19:31:13,2011,2,0.0461,0.0246,0.0137,0.021500000000000002
F,2011-07-26 20:11:11,2011,2,0.0365,0.0217,0.0088,0.014799999999999997
LMT,2011-07-26 21:21:15,2011,2,0.0269,0.0274,0.0158,-0.0005000000000000004
AMZN,2011-07-27 00:41:12,2011,2,0.0295,0.0172,0.0124,0.012299999999999998
TMO,2011-07-27 16:41:12,2011,2,0.0351,0.0161,0.0084,0.019
BA,2011-07-27 21:01:20,2011,2,0.028,0.0266,0.0161,0.001400000000000002
V,2011-07-28 02:01:16,2011,3,0.0273,0.0132,0.0096,0.014100000000000001
CHTR,2011-07-28 16:31:15,2011,2,0.0223,0.0199,0.0115,0.0023999999999999994
TSM,2011-07-28 17:35:34,2011,2,0.0242,0.0226,0.0117,0.0016000000000000007
XOM,2011-07-28 19:01:23,2011,2,0.0297,0.0209,0.0093,0.008800000000000002
BMY,2011-07-29 00:21:16,2011,2,0.0322,0.0232,0.0137,0.009000000000000001
SBUX,2011-07-29 02:11:18,2011,3,0.0489,0.0136,0.0116,0.0353
MRK,2011-07-29 16:11:09,2011,2,0.0416,0.021,0.0114,0.020599999999999997
MET,2011-07-29 18:31:12,2011,2,0.0331,0.0251,0.0212,0.007999999999999997
CVX,2011-07-29 19:21:15,2011,2,0.037,0.0231,0.0146,0.0139
AMGN,2011-07-29 20:41:14,2011,2,0.0255,0.0276,0.0144,-0.002100000000000001
AMT,2011-08-02 17:21:16,2011,2,0.0195,0.0124,0.0145,0.0071
TMUS,2011-08-02 18:12:00,2011,2,0.0266,0.0165,0.0175,0.010099999999999998
CHTR,2011-08-02 19:37:27,2011,2,0.0316,0.0179,0.0134,0.013700000000000004
DUK,2011-08-02 20:51:23,2011,2,0.0275,0.0268,0.0205,0.0006999999999999992
F,2011-08-03 00:01:01,2011,-1,0.028,0.0237,0.0057,0.004300000000000002
CMCSA,2011-08-03 16:31:09,2011,2,0.0406,0.0167,0.0075,0.023899999999999998
MA,2011-08-03 19:31:11,2011,2,0.0268,0.0164,0.0114,0.0104
SE,2011-08-03 22:21:13,2011,2,0.0272,0.0217,0.0133,0.005499999999999998
AXP,2011-08-04 01:31:03,2011,-1,0.0452,0.0124,0.0089,0.032799999999999996
TSLA,2011-08-04 02:55:54,2011,2,0.0269,0.0276,0.0147,-0.0006999999999999992
CVS,2011-08-04 18:41:13,2011,2,0.0406,0.0198,0.0155,0.020799999999999996
GM,2011-08-04 22:21:16,2011,2,0.0279,0.0191,0.0172,0.008800000000000002
BKNG,2011-08-05 01:01:19,2011,2,0.0273,0.0193,0.0164,0.008
PG,2011-08-05 18:21:45,2011,4,0.0347,0.0225,0.013,0.012200000000000003
DIS,2011-08-10 01:11:11,2011,3,0.0314,0.017,0.0096,0.014399999999999996
BAC,2011-08-11 15:47:51,2011,-1,0.021,0.0316,0.0192,-0.010600000000000002
LOW,2011-08-15 16:51:15,2011,2,0.0342,0.0212,0.0106,0.013000000000000001
GOOG,2011-08-15 21:31:24,2011,-1,0.0532,0.0269,0.016,0.026299999999999997
CRM,2011-08-19 04:11:48,2012,2,0.0328,0.0171,0.0155,0.015700000000000002
DUK,2011-08-23 21:01:03,2011,-1,0.0441,0.02,0.009,0.0241
TXN,2011-09-09 00:51:11,2011,3,0.0248,0.0411,0.027,-0.0163
UPS,2011-09-15 18:01:03,2011,-1,0.0458,0.0129,0.0066,0.0329
MA,2011-09-16 07:31:43,2011,-1,0.0405,0.0088,0.0064,0.0317
ADBE,2011-09-21 00:21:14,2011,3,0.0377,0.0122,0.0115,0.025499999999999995
ORCL,2011-09-21 00:51:16,2012,1,0.0357,0.0205,0.0123,0.015200000000000002
F,2011-10-03 19:51:09,2011,-1,0.0381,0.0252,0.0095,0.012900000000000002
GM,2011-10-03 21:18:37,2011,-1,0.0338,0.0272,0.0123,0.006599999999999998
ORCL,2011-10-07 00:31:04,2011,-1,0.0311,0.0125,0.0085,0.0186
PG,2011-10-11 20:01:02,2011,-1,0.0383,0.0231,0.007,0.015200000000000002
PEP,2011-10-12 17:21:16,2011,3,0.0444,0.0157,0.009,0.028700000000000003
ORCL,2011-10-13 00:01:04,2011,-1,0.0223,0.0172,0.0137,0.0051
GOOG,2011-10-14 00:31:12,2011,3,0.0447,0.0144,0.01,0.030299999999999997
JPM,2011-10-17 21:02:51,2011,3,0.0188,0.0395,0.0175,-0.0207
C,2011-10-17 21:11:10,2011,3,0.0177,0.0288,0.0249,-0.011099999999999999
WFC,2011-10-17 21:41:15,2011,3,0.0328,0.0294,0.0119,0.0034000000000000037
IBM,2011-10-18 00:01:13,2011,3,0.0329,0.0144,0.0067,0.0185
GS,2011-10-18 17:41:14,2011,3,0.0193,0.0472,0.0309,-0.027899999999999998
UNH,2011-10-18 17:51:15,2011,3,0.0364,0.0184,0.0122,0.018000000000000002
BAC,2011-10-18 19:11:14,2011,3,0.0195,0.0281,0.0154,-0.0086
AAPL,2011-10-19 02:11:15,2011,4,0.0369,0.0209,0.0116,0.016000000000000004
ABT,2011-10-19 19:21:11,2011,3,0.0326,0.0179,0.015,0.014699999999999998
MS,2011-10-19 19:51:11,2011,3,0.025,0.0233,0.0238,0.0017000000000000001
EBAY,2011-10-20 00:31:15,2011,3,0.0431,0.018,0.0135,0.0251
AXP,2011-10-20 01:51:12,2011,3,0.0348,0.0191,0.0106,0.0157
F,2011-10-20 16:31:15,2011,-1,0.0372,0.0177,0.0086,0.019499999999999997
UNP,2011-10-20 19:11:21,2011,3,0.0434,0.0302,0.01,0.0132
C,2011-10-20 19:51:10,2011,-1,0.0217,0.0265,0.0237,-0.004799999999999999
MSFT,2011-10-21 00:51:12,2012,1,0.0376,0.019,0.0092,0.018600000000000002
MCD,2011-10-21 22:31:11,2011,3,0.0387,0.0168,0.0111,0.0219
NFLX,2011-10-25 00:41:15,2011,3,0.0401,0.0307,0.0193,0.009399999999999995
AMGN,2011-10-25 01:41:14,2011,3,0.0294,0.0281,0.0133,0.001299999999999999
TXN,2011-10-25 02:21:14,2011,3,0.0177,0.022,0.0139,-0.004299999999999998
UPS,2011-10-25 17:21:32,2011,3,0.0401,0.0299,0.0162,0.010199999999999997
NVS,2011-10-25 17:51:14,2011,3,0.0331,0.026,0.0105,0.007099999999999999
AMZN,2011-10-26 01:22:45,2011,3,0.0318,0.0216,0.0125,0.0102
TMO,2011-10-26 18:01:12,2011,3,0.0373,0.0189,0.0097,0.0184
F,2011-10-26 18:51:56,2011,3,0.0275,0.0275,0.0086,0.0
BA,2011-10-26 21:11:12,2011,3,0.0278,0.0249,0.0197,0.0029
LMT,2011-10-27 00:41:16,2011,3,0.0281,0.0262,0.0229,0.001899999999999999
V,2011-10-27 03:31:11,2011,4,0.0208,0.0147,0.0103,0.0060999999999999995
TSM,2011-10-27 16:46:58,2011,3,0.0238,0.0258,0.0143,-0.0019999999999999983
CHTR,2011-10-27 17:41:27,2011,3,0.0255,0.0194,0.0093,0.006099999999999998
PG,2011-10-27 19:21:12,2012,1,0.0398,0.0239,0.0097,0.0159
BMY,2011-10-27 20:02:37,2011,3,0.04,0.0218,0.0134,0.0182
XOM,2011-10-27 23:51:17,2011,3,0.0329,0.0257,0.0059,0.007199999999999998
AMD,2011-10-28 01:11:18,2011,3,0.0389,0.0183,0.0144,0.020599999999999997
MRK,2011-10-28 17:11:12,2011,3,0.0456,0.0184,0.0114,0.027200000000000002
CVX,2011-10-28 19:11:14,2011,3,0.0364,0.0252,0.0069,0.011200000000000002
MET,2011-10-28 20:06:03,2011,-1,0.0218,0.0258,0.024,-0.004
MET,2011-10-28 20:41:14,2011,3,0.0218,0.0258,0.024,-0.004
AMT,2011-11-01 16:41:19,2011,3,0.0194,0.0101,0.0175,0.009300000000000001
CHTR,2011-11-01 17:43:01,2011,3,0.0433,0.0241,0.0102,0.0192
TMUS,2011-11-01 18:01:13,2011,3,0.0272,0.0099,0.0184,0.017299999999999996
GM,2011-11-01 19:01:08,2011,-1,0.0203,0.0314,0.0107,-0.011099999999999999
F,2011-11-01 21:11:21,2011,-1,0.0353,0.0213,0.0082,0.013999999999999999
CMCSA,2011-11-02 16:21:13,2011,3,0.0467,0.0147,0.0045,0.032
MA,2011-11-02 18:21:19,2011,3,0.0238,0.0165,0.0082,0.007300000000000001
QCOM,2011-11-03 01:01:16,2011,4,0.0311,0.0134,0.0194,0.0177
TSLA,2011-11-03 04:07:59,2011,3,0.0299,0.0292,0.0173,0.0006999999999999992
CVS,2011-11-03 17:21:13,2011,3,0.0382,0.0173,0.0175,0.0209
DUK,2011-11-03 18:11:24,2011,3,0.0316,0.0269,0.0187,0.004700000000000003
SE,2011-11-03 23:21:13,2011,3,0.037,0.0136,0.0072,0.023399999999999997
SBUX,2011-11-04 03:41:14,2011,4,0.0473,0.0152,0.0105,0.032100000000000004
BKNG,2011-11-08 01:31:14,2011,3,0.0268,0.0226,0.017,0.004200000000000002
SE,2011-11-09 00:16:02,2011,-1,0.0311,0.0154,0.011,0.0157
GM,2011-11-09 20:46:02,2011,3,0.0336,0.0215,0.0114,0.0121
MRK,2011-11-10 20:31:03,2011,-1,0.047,0.0156,0.0092,0.0314
MCD,2011-11-10 23:31:03,2011,-1,0.0482,0.0111,0.01,0.0371
DIS,2011-11-11 01:51:14,2011,4,0.0333,0.0171,0.0098,0.016200000000000003
LOW,2011-11-14 18:41:34,2011,3,0.0319,0.0292,0.012,0.0026999999999999975
MSFT,2011-11-15 23:01:04,2011,-1,0.0354,0.0119,0.0078,0.0235
SBUX,2011-11-16 01:31:04,2011,-1,0.0441,0.0085,0.0039,0.0356
TXN,2011-11-17 20:01:03,2011,-1,0.0428,0.0179,0.0138,0.0249
CRM,2011-11-18 03:21:13,2012,3,0.0333,0.0186,0.0158,0.014700000000000005
MET,2011-12-05 20:01:03,2011,0,0.027,0.0173,0.0234,0.0097
LOW,2011-12-06 22:01:03,2011,-1,0.0492,0.0134,0.0077,0.0358
NFLX,2011-12-07 03:31:04,2011,0,0.0328,0.0198,0.0082,0.013000000000000001
JPM,2011-12-08 00:26:03,2011,-1,0.0212,0.0352,0.018,-0.014000000000000002
TXN,2011-12-09 01:01:10,2011,4,0.0189,0.0459,0.0209,-0.027000000000000003
ADBE,2011-12-16 02:21:14,2011,4,0.0393,0.0114,0.0106,0.0279
CVS,2011-12-20 20:01:03,2011,-1,0.0478,0.0183,0.012,0.029500000000000002
ORCL,2011-12-21 00:31:26,2012,2,0.0253,0.0174,0.0103,0.0079
AMGN,2012-01-10 01:01:04,2012,0,0.0636,0.0095,0.0034,0.0541
TMO,2012-01-10 23:01:03,2012,-1,0.0542,0.0134,0.0025,0.040799999999999996
JPM,2012-01-13 19:51:09,2011,4,0.0159,0.0358,0.0103,-0.019899999999999998
SBUX,2012-01-13 21:41:11,2012,-1,0.0343,0.0233,0.009,0.010999999999999996
WFC,2012-01-17 17:51:26,2011,4,0.0395,0.0308,0.011,0.0087
C,2012-01-17 19:41:07,2011,4,0.0205,0.0323,0.0192,-0.011800000000000001
SE,2012-01-17 20:31:02,2012,-1,0.0395,0.0097,0.0075,0.0298
GS,2012-01-18 19:01:10,2011,4,0.0241,0.0336,0.0208,-0.009499999999999998
TSM,2012-01-18 19:19:35,2011,4,0.0229,0.02,0.0096,0.0029
EBAY,2012-01-19 02:11:14,2011,4,0.045,0.0127,0.0123,0.032299999999999995
UNP,2012-01-19 18:41:14,2011,4,0.042,0.0254,0.0107,0.016600000000000004
UNH,2012-01-19 18:51:15,2011,4,0.045,0.0109,0.0151,0.0341
MS,2012-01-19 20:31:19,2011,4,0.0286,0.0268,0.0184,0.0017999999999999995
BAC,2012-01-19 20:41:12,2011,4,0.024,0.0281,0.0183,-0.0040999999999999995
IBM,2012-01-20 01:21:08,2011,4,0.0419,0.0147,0.0066,0.027200000000000002
MSFT,2012-01-20 01:41:13,2012,2,0.039,0.0205,0.0088,0.0185
GOOG,2012-01-20 02:41:11,2011,4,0.0406,0.0143,0.008,0.026299999999999997
AXP,2012-01-20 03:01:09,2011,4,0.0257,0.0225,0.0101,0.0032000000000000015
TXN,2012-01-24 02:31:11,2011,4,0.0227,0.0386,0.0175,-0.0159
C,2012-01-24 20:11:18,2012,-1,0.0212,0.0289,0.0209,-0.0076999999999999985
MCD,2012-01-24 23:21:09,2011,4,0.0427,0.0217,0.0128,0.021
AAPL,2012-01-25 01:31:11,2012,1,0.0315,0.0122,0.0085,0.019299999999999998
AMD,2012-01-25 01:51:10,2011,4,0.0466,0.0184,0.0112,0.028200000000000003
ABT,2012-01-25 19:51:21,2011,4,0.0336,0.0145,0.0159,0.0191
BA,2012-01-25 20:41:12,2011,4,0.0322,0.0181,0.0123,0.014099999999999998
NVS,2012-01-25 21:41:13,2011,4,0.0316,0.0218,0.0125,0.009800000000000003
NFLX,2012-01-26 03:31:14,2011,4,0.0329,0.0253,0.0145,0.007599999999999999
CHTR,2012-01-26 18:41:09,2011,4,0.028,0.0173,0.0098,0.010700000000000001
BMY,2012-01-26 20:41:10,2011,4,0.0345,0.025,0.0141,0.009500000000000001
LMT,2012-01-27 01:01:06,2011,4,0.0313,0.0239,0.0146,0.0074
SBUX,2012-01-27 03:01:13,2012,1,0.042,0.0148,0.0096,0.027200000000000002
AMGN,2012-01-27 03:51:11,2011,4,0.0388,0.0256,0.0082,0.0132
PG,2012-01-27 19:11:14,2012,2,0.0359,0.0308,0.0118,0.0051
CVX,2012-01-27 19:51:13,2011,4,0.0277,0.0298,0.0103,-0.002100000000000001
F,2012-01-27 20:11:08,2011,4,0.0351,0.0256,0.0098,0.009499999999999998
UPS,2012-01-31 19:01:43,2011,4,0.0376,0.0252,0.0101,0.012400000000000001
XOM,2012-01-31 21:41:10,2011,4,0.0307,0.0253,0.0074,0.005400000000000002
V,2012-01-31 23:31:01,2012,-1,0.0138,0.0257,0.01,-0.0119
ORCL,2012-02-01 00:01:04,2012,-1,0.0495,0.0109,0.003,0.0386
AMZN,2012-02-01 00:21:09,2011,4,0.0269,0.0261,0.0144,0.0007999999999999986
F,2012-02-01 17:51:06,2012,-1,0.04,0.0202,0.0103,0.0198
TMO,2012-02-01 18:41:09,2011,4,0.0379,0.0175,0.0102,0.0204
GM,2012-02-01 19:52:04,2012,-1,0.0341,0.0352,0.0089,-0.0011000000000000038
QCOM,2012-02-02 03:31:05,2012,1,0.0308,0.0126,0.0129,0.0182
SE,2012-02-02 18:41:11,2011,4,0.021,0.0257,0.0094,-0.004699999999999999
MA,2012-02-02 20:11:10,2011,4,0.0254,0.0179,0.0106,0.0075
MRK,2012-02-02 21:11:07,2011,4,0.0418,0.0208,0.0149,0.020999999999999998
AMD,2012-02-02 23:31:03,2012,-1,0.0435,0.0094,0.0057,0.0341
DIS,2012-02-08 02:31:09,2012,1,0.0374,0.0214,0.0091,0.016000000000000004
CVS,2012-02-08 19:41:08,2011,4,0.0386,0.0206,0.0192,0.018000000000000002
V,2012-02-09 02:01:07,2012,1,0.031,0.0177,0.0128,0.0133
AXP,2012-02-09 04:41:09,2012,-1,0.0541,0.0156,0.0099,0.038500000000000006
PEP,2012-02-09 20:41:08,2011,4,0.046,0.0185,0.0091,0.0275
MET,2012-02-15 17:01:09,2011,4,0.0328,0.0289,0.022,0.003900000000000004
CMCSA,2012-02-15 17:51:07,2011,4,0.0388,0.014,0.0118,0.024800000000000003
TSLA,2012-02-16 05:34:04,2011,4,0.0219,0.0215,0.0225,0.00040000000000000105
DUK,2012-02-16 19:01:13,2011,4,0.0327,0.0217,0.018,0.011
GM,2012-02-16 23:23:06,2011,4,0.0329,0.0298,0.0093,0.0030999999999999986
AMT,2012-02-23 18:21:09,2011,4,0.0142,0.0091,0.0209,0.0051
TMUS,2012-02-23 18:41:14,2011,4,0.0277,0.0107,0.0177,0.017
CRM,2012-02-24 02:01:09,2012,4,0.0314,0.0145,0.0123,0.0169
LOW,2012-02-27 17:41:10,2011,4,0.0359,0.0164,0.0132,0.0195
CHTR,2012-02-27 20:35:07,2011,4,0.04,0.0254,0.014,0.014600000000000002
BKNG,2012-02-28 01:21:38,2011,4,0.0245,0.0254,0.0156,-0.000899999999999998
JPM,2012-02-28 20:31:03,2012,-1,0.0292,0.0219,0.0144,0.007300000000000001
F,2012-03-01 17:01:39,2012,-1,0.0388,0.0189,0.0115,0.0199
GM,2012-03-01 22:18:04,2012,-1,0.0396,0.0253,0.014,0.014300000000000004
AMD,2012-03-05 17:21:10,2012,-1,0.0396,0.0196,0.0144,0.020000000000000004
XOM,2012-03-08 21:01:03,2012,-1,0.0529,0.009,0.0089,0.0439
TXN,2012-03-09 01:41:07,2012,1,0.0198,0.0345,0.0208,-0.014700000000000001
F,2012-03-09 22:11:35,2012,-1,0.0257,0.0227,0.0242,0.002999999999999999
AAPL,2012-03-19 14:41:11,2012,-1,0.037,0.0182,0.0125,0.018799999999999997
ADBE,2012-03-20 01:01:37,2012,1,0.0392,0.0136,0.0117,0.025599999999999998
ORCL,2012-03-21 01:51:41,2012,3,0.0261,0.0275,0.011,-0.0013999999999999985
F,2012-04-03 16:11:05,2012,-1,0.0444,0.0132,0.0064,0.031200000000000002
ORCL,2012-04-12 19:41:40,2012,-1,0.0218,0.0121,0.0054,0.0097
GOOG,2012-04-13 02:11:08,2012,1,0.036,0.0124,0.0093,0.023599999999999996
JPM,2012-04-13 19:31:03,2012,1,0.0211,0.0324,0.0131,-0.011299999999999998
WFC,2012-04-13 19:41:10,2012,1,0.0345,0.0284,0.0109,0.006100000000000001
C,2012-04-16 19:51:06,2012,1,0.028,0.0282,0.0168,-0.0001999999999999988
GS,2012-04-17 18:11:05,2012,1,0.0312,0.0362,0.0302,-0.0050000000000000044
IBM,2012-04-17 23:41:07,2012,1,0.0438,0.0141,0.0048,0.029699999999999997
ABT,2012-04-18 19:21:10,2012,1,0.0326,0.0152,0.0112,0.0174
QCOM,2012-04-19 01:01:48,2012,2,0.0254,0.0159,0.0159,0.009499999999999998
EBAY,2012-04-19 01:01:49,2012,1,0.0468,0.0124,0.0102,0.0344
AXP,2012-04-19 01:51:08,2012,1,0.0315,0.0185,0.0102,0.013000000000000001
UNH,2012-04-19 18:11:25,2012,1,0.0379,0.0205,0.0136,0.017400000000000002
UNP,2012-04-19 19:11:30,2012,1,0.0462,0.0267,0.0106,0.019499999999999997
MS,2012-04-19 19:41:13,2012,1,0.0322,0.0177,0.0096,0.014499999999999999
BAC,2012-04-19 21:31:17,2012,1,0.0295,0.0268,0.0132,0.0026999999999999975
TXN,2012-04-19 22:11:09,2012,0,0.042,0.0217,0.0098,0.020300000000000002
MSFT,2012-04-20 00:21:08,2012,3,0.0356,0.0192,0.011,0.0164
AMD,2012-04-20 01:41:06,2012,1,0.041,0.012,0.0134,0.029
